,Unnamed: 0,subject_no,Trial_Index_,block,text,block_sequence,block_name,block_num,path,image,trialID,label,category,number,lastBlockType,tokenized,visual,wordnet_similarity_label,wordnet_similarity_category
11559,48,20,49,3,window,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/020ET2,822,49,vehicle,car,,,['window'],4.705882353,0.125,0.09090909090909091
11560,0,21,1,2,four wheels and carries,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,293,1,vehicle,car,,,"['four', 'wheel', 'and', 'carry']",2.6533521305,0.08349673202614379,0.06548821548821548
11561,1,21,2,2,large windows,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,134,2,vehicle,car,,,"['large', 'window']",4.3003095975,0.10096153846153846,0.07670454545454546
11562,2,21,3,2,red lights,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,49,3,vehicle,car,,,"['red', 'light']",4.577777778,0.06458333333333333,0.054093567251461985
11563,3,21,4,2,wheels and has lights on the body of the car,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,113,4,vehicle,car,,,"['wheel', 'and', 'have', 'light', 'on', 'the', 'body', 'of', 'the', 'car']",2.7183621430999994,0.1282936507936508,0.2653748006379585
11564,4,21,5,2,black wheels and with window,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,401,5,vehicle,car,,,"['black', 'wheel', 'and', 'with', 'window']",3.5484520124,0.10555555555555556,0.07912457912457913
11565,5,21,6,2,red lights,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,87,6,vehicle,car,,,"['red', 'light']",4.577777778,0.06458333333333333,0.054093567251461985
11566,6,21,7,2,whell,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,126,7,vehicle,car,,,['whell'],0.0,0.0,0.0
11567,7,21,8,2,red lights at the back,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,30,8,vehicle,car,,,"['red', 'light', 'at', 'the', 'back']",2.9880147058,0.07774621212121212,0.06276106934001671
11568,8,21,9,2,red lights and yellow car number,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,407,9,vehicle,car,,,"['red', 'light', 'and', 'yellow', 'car', 'number']",3.846674693333334,0.09345238095238095,0.24451324389404885
11569,9,21,10,2,whells and reflects lights on the body of the car,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,344,10,vehicle,car,,,"['whell', 'and', 'reflect', 'light', 'on', 'the', 'body', 'of', 'the', 'car']",2.720402381222222,0.1351190476190476,0.3842105263157895
11570,10,21,11,2,red lights ,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,171,11,vehicle,car,,,"['red', 'light']",4.577777778,0.06458333333333333,0.054093567251461985
11571,11,21,12,2,have sign of the car,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,383,12,vehicle,car,,,"['have', 'sign', 'of', 'the', 'car']",2.627990196,0.1275132275132275,0.380718954248366
11572,12,21,13,2,lights and wheel,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,209,13,vehicle,car,,,"['light', 'and', 'wheel']",3.2219298246666668,0.09375,0.07177033492822966
11573,13,21,14,2,wheel and the shape,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,36,14,vehicle,car,,,"['wheel', 'and', 'the', 'shape']",2.67902906775,0.10096153846153846,0.07670454545454546
11574,14,21,15,2,a driving car,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,66,15,vehicle,car,,,"['a', 'drive', 'car']",3.642857143,0.1126984126984127,0.37145969498910675
11575,15,21,16,2,big wheel,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,329,16,vehicle,car,,,"['big', 'wheel']",3.8194444445,0.125,0.09090909090909091
11576,16,21,17,2,with red lights on at night,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,67,17,vehicle,car,,,"['with', 'red', 'light', 'on', 'at', 'night']",3.8126906318333336,0.07424970862470862,0.06052892648287385
11577,17,21,18,2,geep shap car,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,99,18,vehicle,car,,,"['geep', 'shap', 'car']",4.388888889,0.2,1.0
11578,18,21,19,2,red back ligt,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,355,19,vehicle,car,,,"['red', 'back', 'ligt']",3.668402778,0.0787878787878788,0.06349206349206349
11579,19,21,20,2,the shape is like golf,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,188,20,vehicle,car,,,"['the', 'shape', 'be', 'like', 'golf']",2.7884220354,0.06947586726998492,0.05729166666666666
11580,20,21,21,2,in the garage,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,390,21,vehicle,car,,,"['in', 'the', 'garage']",2.4388888886666664,0.09821428571428571,0.0748663101604278
11581,21,21,22,2,with back lights on it is red ,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,183,22,vehicle,car,,,"['with', 'back', 'light', 'on', 'it', 'be', 'red']",3.3727999534285718,0.07318181818181818,0.05978279030910609
11582,22,21,23,2,shape and yellow car number at back,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,273,23,vehicle,car,,,"['shape', 'and', 'yellow', 'car', 'number', 'at', 'back']",3.3529212122857146,0.09947274947274948,0.21995603797074384
11583,23,21,24,2,car with cash inside,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,192,24,vehicle,car,,,"['car', 'with', 'cash', 'inside']",3.765625,0.1259259259259259,0.3796296296296296
11584,24,21,25,2,yellow car number,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,133,25,vehicle,car,,,"['yellow', 'car', 'number']",4.202901043333333,0.1126984126984127,0.37145969498910675
11585,25,21,26,2,far but have wheel and shape like car,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,117,26,vehicle,car,,,"['far', 'but', 'have', 'wheel', 'and', 'shape', 'like', 'car']",2.872451041875,0.10642073068543656,0.22371632996632995
11586,26,21,27,2,track,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,33,27,vehicle,car,,,['track'],3.526315789,0.1111111111111111,0.08333333333333333
11587,27,21,28,2,like fire car or red taxi,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,431,28,vehicle,car,,,"['like', 'fire', 'car', 'or', 'red', 'taxi']",3.3536736411666666,0.10766716943187532,0.2884259259259259
11588,28,21,29,2,shape like and has wheel,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,68,29,vehicle,car,,,"['shape', 'like', 'and', 'have', 'wheel']",2.8157629367999997,0.09296442936148819,0.07168560606060606
11589,29,21,30,2,number and sign at the back,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,210,30,vehicle,car,,,"['number', 'and', 'sign', 'at', 'the', 'back']",2.5043340068333335,0.08116883116883117,0.06512605042016806
11590,30,21,31,2,the steal reflects lights ,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,425,31,vehicle,car,,,"['the', 'steal', 'reflect', 'light']",3.08464052275,0.06458333333333333,0.054093567251461985
11591,31,21,32,2,people drive inside,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,362,32,vehicle,car,,,"['people', 'drive', 'inside']",3.7962962963333333,0.09114959114959115,0.07119514472455647
11592,32,21,33,2,lights on at night,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,74,33,vehicle,car,,,"['light', 'on', 'at', 'night']",3.7051470587499997,0.07677738927738928,0.06218671679197995
11593,33,21,34,2,shape like,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,141,34,vehicle,car,,,"['shape', 'like']",3.2815126049999996,0.06787330316742082,0.05625
11594,34,21,35,2,silver wheel and red back light benz,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,180,35,vehicle,car,,,"['silver', 'wheel', 'and', 'red', 'back', 'light', 'benz']",3.5559880605000003,0.08568181818181816,0.0674382927014506
11595,35,21,36,2,like volkswagen,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,381,36,vehicle,car,,,"['like', 'volkswagen']",1.857142857,0.058823529411764705,0.05
11596,36,21,37,2,yellow numbers at back,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,327,37,vehicle,car,,,"['yellow', 'number', 'at', 'back']",3.2649719425,0.07997835497835498,0.06430905695611577
11597,37,21,38,2,wheel on its back,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,178,38,vehicle,car,,,"['wheel', 'on', 'its', 'back']",2.7357536765,0.10795454545454546,0.08116883116883117
11598,38,21,39,2,lights on and yellow number,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,274,39,vehicle,car,,,"['light', 'on', 'and', 'yellow', 'number']",3.5094736842000005,0.06686507936507936,0.05567022130489622
11599,39,21,40,2,jeep alike,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,342,40,vehicle,car,,,"['jeep', 'alike']",4.1140350875,0.16666666666666666,0.5
11600,40,21,41,2,shape like and with wheel,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,100,41,vehicle,car,,,"['shape', 'like', 'and', 'with', 'wheel']",3.0257629367999996,0.08691553544494722,0.06780303030303031
11601,41,21,42,2,shape like and yellow numbers,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,245,42,vehicle,car,,,"['shape', 'like', 'and', 'yellow', 'number']",3.219725785,0.06846046110751994,0.05671977124183007
11602,42,21,43,2,a wheel,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,297,43,vehicle,car,,,"['a', 'wheel']",3.0892857145,0.09583333333333333,0.07323232323232323
11603,43,21,44,2,wheel and window and the red light,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,269,44,vehicle,car,,,"['wheel', 'and', 'window', 'and', 'the', 'red', 'light']",3.0267801858571426,0.09479166666666666,0.07250132908027646
11604,44,21,45,2,shape alike and has wheel ,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,52,45,vehicle,car,,,"['shape', 'alike', 'and', 'have', 'wheel']",3.2232817338000004,0.10434472934472934,0.07891414141414141
11605,45,21,46,2,a line of red light its a driveing car,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,388,46,vehicle,car,,,"['a', 'line', 'of', 'red', 'light', 'its', 'a', 'drive', 'car']",3.224404762,0.08726452119309262,0.19151739643225713
11606,46,21,47,2,red lights on at the bacl,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,241,47,vehicle,car,,,"['red', 'light', 'on', 'at', 'the', 'bacl']",3.1141176469999996,0.07335858585858586,0.05987190197716513
11607,47,21,48,2,red back light like porsche,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,376,48,vehicle,car,,,"['red', 'back', 'light', 'like', 'porsche']",3.4484871032499997,0.06972482174688058,0.057403926482873846
11608,48,21,49,2,have windows and yellow front light,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/021ET1,406,49,vehicle,car,,,"['have', 'window', 'and', 'yellow', 'front', 'light']",3.545169705333334,0.08844017094017094,0.06898591174906964
11609,0,21,1,3,white lights on,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,441,1,vehicle,car,,,"['white', 'light', 'on']",4.203921568666666,0.08680555555555555,0.06798245614035087
11610,1,21,2,3,square shape,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,856,2,vehicle,car,,,"['square', 'shape']",4.2140522874999995,0.06787330316742082,0.05625
11611,2,21,3,3,with carrage ,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,803,3,vehicle,car,,,"['with', 'carrage']",3.5,0.0,0.0
11612,3,21,4,3,red yellow,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,727,4,vehicle,car,,,"['red', 'yellow']",4.571895425,0.06666666666666667,0.05555555555555555
11613,4,21,5,3,red lights,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,859,5,vehicle,car,,,"['red', 'light']",4.577777778,0.06458333333333333,0.054093567251461985
11614,5,21,6,3,shine and light,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,930,6,vehicle,car,,,"['shine', 'and', 'light']",3.5885964913333326,0.06458333333333333,0.054093567251461985
11615,6,21,7,3,shape alike but not so clear,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,784,7,vehicle,car,,,"['shape', 'alike', 'but', 'not', 'so', 'clear']",2.5901466525,0.07167277167277167,0.05895969498910675
11616,7,21,8,3,red lights,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,437,8,vehicle,car,,,"['red', 'light']",4.577777778,0.06458333333333333,0.054093567251461985
11617,8,21,9,3,red lights ,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,629,9,vehicle,car,,,"['red', 'light']",4.577777778,0.06458333333333333,0.054093567251461985
11618,9,21,10,3,back lights,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,505,10,vehicle,car,,,"['back', 'light']",3.690625,0.07670454545454546,0.06203007518796992
11620,11,21,12,3,wheel and lights on ,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,699,12,vehicle,car,,,"['wheel', 'and', 'light', 'on']",3.269388545,0.09375,0.07177033492822966
11621,12,21,13,3,yellow car,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,610,13,vehicle,car,,,"['yellow', 'car']",4.4885620915,0.13333333333333333,0.5277777777777778
11622,13,21,14,3,back wheels,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,617,14,vehicle,car,,,"['back', 'wheel']",3.265625,0.10795454545454546,0.08116883116883117
11623,14,21,15,3,with wheel and shape alike,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,600,15,vehicle,car,,,"['with', 'wheel', 'and', 'shape', 'alike']",3.4332817338,0.10096153846153846,0.07670454545454546
11624,15,21,16,3,strong light,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,698,16,vehicle,car,,,"['strong', 'light']",3.7736842105,0.0625,0.05263157894736842
11625,16,21,17,3,front light,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,848,17,vehicle,car,,,"['front', 'light']",4.1055555555,0.06971153846153846,0.05756578947368421
11626,17,21,18,3,wheel,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,634,18,vehicle,car,,,['wheel'],3.75,0.125,0.09090909090909091
11627,18,21,19,3,red back lights on,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,478,19,vehicle,car,,,"['red', 'back', 'light', 'on']",3.8371425654999998,0.07335858585858586,0.05987190197716513
11628,19,21,20,3,shape alike,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,822,20,vehicle,car,,,"['shape', 'alike']",4.3003095975,0.07692307692307693,0.0625
11629,20,21,21,3,lights are strong,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,503,21,vehicle,car,,,"['light', 'be', 'strong']",3.123632611,0.07291666666666666,0.05964912280701754
11630,21,21,22,3,shape alike,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,867,22,vehicle,car,,,"['shape', 'alike']",4.3003095975,0.07692307692307693,0.0625
11631,22,21,23,3,taxi,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,485,23,vehicle,car,,,['taxi'],4.15,0.16666666666666666,0.5
11632,23,21,24,3,lights on,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,838,24,vehicle,car,,,"['light', 'on']",4.005882353,0.0625,0.05263157894736842
11633,24,21,25,3,shape alike in the dark,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,777,25,vehicle,car,,,"['shape', 'alike', 'in', 'the', 'dark']",3.3758548330000004,0.07509157509157509,0.06127450980392157
11634,25,21,26,3,with wheel and black,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,711,26,vehicle,car,,,"['with', 'wheel', 'and', 'black']",3.25909442725,0.09583333333333333,0.07323232323232323
11635,26,21,27,3,square shape,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,843,27,vehicle,car,,,"['square', 'shape']",4.2140522874999995,0.06787330316742082,0.05625
11636,27,21,28,3,car park and pick up people,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,715,28,vehicle,car,,,"['car', 'park', 'and', 'pick', 'up', 'people']",3.4648320148333336,0.11212121212121212,0.2996031746031746
11637,28,21,29,3,lights on,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,902,29,vehicle,car,,,"['light', 'on']",4.005882353,0.0625,0.05263157894736842
11638,29,21,30,3,park along the road,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,740,30,vehicle,car,,,"['park', 'along', 'the', 'road']",2.8390522875000004,0.12878787878787878,0.09126984126984126
11639,30,21,31,3,yelow numbers,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,670,31,vehicle,car,,,"['yelow', 'number']",3.631578947,0.07142857142857142,0.058823529411764705
11640,31,21,32,3,yellow car number in the front,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,514,32,vehicle,car,,,"['yellow', 'car', 'number', 'in', 'the', 'front']",3.3023764475,0.09728937728937728,0.247140522875817
11641,32,21,33,3,lights on ,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,668,33,vehicle,car,,,"['light', 'on']",4.005882353,0.0625,0.05263157894736842
11642,33,21,34,3,lights are strong,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,447,34,vehicle,car,,,"['light', 'be', 'strong']",3.123632611,0.07291666666666666,0.05964912280701754
11643,34,21,35,3,far but alike,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,585,35,vehicle,car,,,"['far', 'but', 'alike']",2.8022138680000004,0.06666666666666667,0.05555555555555555
11644,35,21,36,3,bycicle,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,758,36,vehicle,car,,,['bycicle'],0.0,0.0,0.0
11645,36,21,37,3,lightson,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,796,37,vehicle,car,,,['lightson'],0.0,0.0,0.0
11646,37,21,38,3,black car park,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,899,38,vehicle,car,,,"['black', 'car', 'park']",4.325708061,0.11919191919191918,0.37566137566137564
11647,38,21,39,3,lights on,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,611,39,vehicle,car,,,"['light', 'on']",4.005882353,0.0625,0.05263157894736842
11648,39,21,40,3,wheels,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,842,40,vehicle,car,,,['wheel'],3.75,0.125,0.09090909090909091
11649,40,21,41,3,strong light,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,804,41,vehicle,car,,,"['strong', 'light']",3.7736842105,0.0625,0.05263157894736842
11650,41,21,42,3,yellow back light,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,764,42,vehicle,car,,,"['yellow', 'back', 'light']",3.989828431333333,0.07335858585858586,0.05987190197716513
11651,42,21,43,3,red back light at night\,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,692,43,vehicle,car,,,"['red', 'back', 'light', 'at', 'night']",3.7491258169999995,0.0775815850815851,0.06270885547201337
11652,43,21,44,3,lights on ,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,542,44,vehicle,car,,,"['light', 'on']",4.005882353,0.0625,0.05263157894736842
11653,44,21,45,3,front window,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,857,45,vehicle,car,,,"['front', 'window']",4.158496732,0.10096153846153846,0.07670454545454546
11654,45,21,46,3,red back light,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,452,46,vehicle,car,,,"['red', 'back', 'light']",3.978935185333333,0.07335858585858586,0.05987190197716513
11655,46,21,47,3,jeep shape,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,797,47,vehicle,car,,,"['jeep', 'shape']",4.519607842999999,0.12179487179487179,0.28125
11656,47,21,48,3,yellow number,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,570,48,vehicle,car,,,"['yellow', 'number']",4.1099071205,0.06904761904761905,0.05718954248366013
11657,48,21,49,3,shape alike in the dark ,3.0,exp_car2,1,/Veh_ExpTask_Test1_car_deploy/results/021ET2,896,49,vehicle,car,,,"['shape', 'alike', 'in', 'the', 'dark']",3.3758548330000004,0.07509157509157509,0.06127450980392157
11658,0,22,1,2,the red tail light catchmy attention,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,362,1,vehicle,car,,,"['the', 'red', 'tail', 'light', 'catchmy', 'attention']",3.4402614380000003,0.07098214285714285,0.05841933264533884
11659,1,22,2,2,the car is driving towards the same direction as me,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,188,2,vehicle,car,,,"['the', 'car', 'be', 'drive', 'towards', 'the', 'same', 'direction', 'as', 'I']",2.5769336614,0.10609668109668109,0.22421173597644184
11660,2,22,3,2,"the car is driving towards me, and the image of the car become larger",2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,293,3,vehicle,car,,,"['the', 'car', 'be', 'drive', 'towards', 'I', 'and', 'the', 'image', 'of', 'the', 'car', 'become', 'large']",2.649365480142857,0.11718559218559217,0.37446895424836607
11661,3,22,4,2,"the red light of the car is on, and it is blocked by part of my car, so i will pay extra attention to it",2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,192,4,vehicle,car,,,"['the', 'red', 'light', 'of', 'the', 'car', 'be', 'on', 'and', 'it', 'be', 'block', 'by', 'part', 'of', 'my', 'car', 'so', 'I', 'will', 'pay', 'extra', 'attention', 'to', 'it']",2.5506028970799997,0.09756153976742211,0.1888720985470211
11662,4,22,5,2,because thr red tail lights are on,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,67,5,vehicle,car,,,"['because', 'thr', 'red', 'tail', 'light', 'be', 'on']",3.2254729963333335,0.07395833333333333,0.060380116959064326
11663,5,22,6,2,it is right in front of the house ,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,401,6,vehicle,car,,,"['it', 'be', 'right', 'in', 'front', 'of', 'the', 'house']",2.5921772875,0.08325702075702075,0.0655422256621947
11664,6,22,7,2,"because the red tail lights are on, and people are passing by, and i try to focus on the cars blocked by peoplr",2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,87,7,vehicle,car,,,"['because', 'the', 'red', 'tail', 'light', 'be', 'on', 'and', 'people', 'be', 'pass', 'by', 'and', 'I', 'try', 'to', 'focus', 'on', 'the', 'car', 'block', 'by', 'peoplr']",2.6312931869090908,0.09733372687918142,0.15196603362238037
11665,7,22,8,2,because the car is under the traffic light,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,33,8,vehicle,car,,,"['because', 'the', 'car', 'be', 'under', 'the', 'traffic', 'light']",2.5819397143750002,0.10729166666666666,0.2964912280701754
11666,8,22,9,2,"it is almost a blind spot, and i pay extra attention to it incase of car accident",2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,210,9,vehicle,car,,,"['it', 'be', 'almost', 'a', 'blind', 'spot', 'and', 'I', 'pay', 'extra', 'attention', 'to', 'it', 'incase', 'of', 'car', 'accident']",2.6564388707499997,0.08595726169255581,0.1459642868311599
11667,9,22,10,2,the car is drving fast,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,66,10,vehicle,car,,,"['the', 'car', 'be', 'drve', 'fast']",2.64447884425,0.11405228758169934,0.37222222222222223
11668,10,22,11,2,"the car with red tail light catch my attention, so i pay attention to the car around it",2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,113,11,vehicle,car,,,"['the', 'car', 'with', 'red', 'tail', 'light', 'catch', 'my', 'attention', 'so', 'I', 'pay', 'attention', 'to', 'the', 'car', 'around', 'it']",2.9447327626666664,0.09144066717596129,0.22757450667667387
11669,11,22,12,2,"because the tail lights are on, and it it at night, it is quite obvious",2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,183,12,vehicle,car,,,"['because', 'the', 'tail', 'light', 'be', 'on', 'and', 'it', 'it', 'at', 'night', 'it', 'be', 'quite', 'obvious']",2.6025108932666665,0.07420357420357421,0.060494987468671685
11670,12,22,13,2,"the car is on the street with snow, the difference of the color catch my attention",2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,178,13,vehicle,car,,,"['the', 'car', 'be', 'on', 'the', 'street', 'with', 'snow', 'the', 'difference', 'of', 'the', 'color', 'catch', 'my', 'attention']",2.719008957625,0.0961481227106227,0.1817191360196391
11671,13,22,14,2,the car is quite near to my car,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,406,14,vehicle,car,,,"['the', 'car', 'be', 'quite', 'near', 'to', 'my', 'car']",2.427073120875,0.16111111111111112,0.6888888888888888
11672,14,22,15,2,"it is at might, the tail ligts are on, and it moves fast, so i notice it",2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,388,15,vehicle,car,,,"['it', 'be', 'at', 'might', 'the', 'tail', 'ligts', 'be', 'on', 'and', 'it', 'move', 'fast', 'so', 'I', 'notice', 'it']",2.5431196435624996,0.07206257794493089,0.05906949768211378
11673,15,22,16,2,"it is a blind spot, so i pay extra attentionto it",2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,126,16,vehicle,car,,,"['it', 'be', 'a', 'blind', 'spot', 'so', 'I', 'pay', 'extra', 'attentionto', 'it']",2.5996872981,0.07536310820624545,0.06107862248213125
11674,16,22,17,2,the tail lights are on,2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,74,17,vehicle,car,,,"['the', 'tail', 'light', 'be', 'on']",3.011503268,0.07638888888888888,0.06198830409356725
11675,17,22,18,2,"it is driving towards the same direction as me, so i see it",2.0,exp_car1,1,/Veh_ExpTask_Test1_car_deploy/results/022ET1,273,18,vehicle,car,,,"['it', 'be', 'drive', 'towards', 'the', 'same', 'direction', 'as', 'I', 'so', 'I', 'see', 'it']",2.6584516969230765,0.07906445406445407,0.0636395328861789
