subject_no,Trial_Index_,block,text,block_sequence,block_name,label,image
59,27,2,a stick to hit balls ,1,prac,baseball bat,baseball bat_129945.png
59,28,2,a piece of delicious food,1,prac,cake,cake_189451.png
59,29,2,a kind of device which has many doors and you can stall things in it,1,prac,refrigerator,refrigerator_498463.png
59,30,2,a paper made thing can fly in the air,1,prac,kite,kite_24027.png
59,31,2,a kind of thing for eating especially soup,1,prac,spoon,spoon_88040.png
59,32,2,a kind of bord you can use it to skate on the snow,1,prac,snowboard,snowboard_393469.png
59,33,2,a plate-like food which is delicious,1,prac,pizza,pizza_276285.png
59,34,2,it has two wheels and you can ride it,1,prac,bicycle,bicycle_426166.png
59,35,2,a kind of vegetable which is read,1,prac,carrot,carrot_130613.png
59,36,2,a vechicle which has two wheels,1,prac,motorcycle,motorcycle_462756.png
59,37,2,a green flower-like vegetable,1,prac,broccoli,broccoli_389381.png
59,38,2,a device for typing words,1,prac,keyboard,keyboard_378099.png
59,39,2,a large veichles for transporting things,1,prac,truck,truck_334006.png
59,40,2,a device for cooking food,1,prac,oven,oven_802.png
60,1,2,food bread,1,prac,hot dog,hot dog_311950.png
60,2,2,use when we need to poo poo,1,prac,toilet,toilet_85576.png
60,3,2,vegetable orange rabbit love it,1,prac,carrot,carrot_130613.png
60,4,2,can get many info from it paper,1,prac,book,book_472678.png
60,5,2,use to hit the basebal,1,prac,baseball bat,baseball bat_129945.png
60,6,2,contianer for water,1,prac,bottle,bottle_460929.png
60,7,2,contianer for wine like a cup with specaill shape,1,prac,wine glass,wine glass_146489.png
60,8,2,vegetable green like a flower,1,prac,broccoli,broccoli_389381.png
60,9,2,a pet 4 legs ,1,prac,dog,dog_331075.png
60,10,2,use to bake cakes ,1,prac,oven,oven_802.png
60,11,2,pet small size,1,prac,cat,cat_101420.png
60,12,2,food like bread ,1,prac,pizza,pizza_276285.png
60,13,2,use to play on snow,1,prac,snowboard,snowboard_393469.png
60,14,2,carry things to school,1,prac,backpack,backpack_177065.png
60,15,2,use for secoration,1,prac,potted plant,potted plant_473219.png
60,16,2,sweet eat when bithday,1,prac,cake,cake_189451.png
60,17,2,animal pet small size,1,prac,cat,cat_558073.png
60,18,2,a pair with kneift and use to eat noodles,1,prac,fork,fork_243626.png
60,19,2,transportation people need to ride on it,1,prac,bicycle,bicycle_426166.png
60,20,2,use to eat soup,1,prac,spoon,spoon_88040.png
60,21,2,conitaoner fot water,1,prac,cup,cup_226171.png
60,22,2,toys for dog dog will chase them,1,prac,frisbee,frisbee_357459.png
60,23,2,food italian food,1,prac,pizza,pizza_294831.png
60,24,2,container for flowers,1,prac,vase,vase_521282.png
60,25,2,protect the hand when play the baseball,1,prac,baseball glove,baseball glove_515982.png
60,26,2,public transportation capacity high,1,prac,bus,bus_106048.png
60,27,2,keep food fresh,1,prac,refrigerator,refrigerator_498463.png
60,28,2,transpotation on sea,1,prac,boat,boat_178744.png
60,29,2,control the electonic devices,1,prac,remote,remote_430286.png
60,30,2,bread with meat and egg,1,prac,sandwich,sandwich_417608.png
60,31,2,fly in the sky toy,1,prac,kite,kite_24027.png
60,32,2,use for typing have number keys,1,prac,keyboard,keyboard_378099.png
60,33,2,use for dress up,1,prac,tie,tie_133343.png
60,34,2,can see drammas films from it,1,prac,tv,tv_453722.png
60,35,2,like bicycle,1,prac,motorcycle,motorcycle_462756.png
60,36,2,a big car to transport products,1,prac,truck,truck_334006.png
60,37,2,big animals,1,prac,bear,bear_521231.png
60,38,2,connect with computer and it is use the click the buutom on the comouter,1,prac,mouse,mouse_68765.png
60,39,2,use the cut the food,1,prac,knife,knife_116206.png
60,40,2,use to limte the parking numbers,1,prac,parking meter,parking meter_333956.png
61,1,2,spoon like thing but it is not  a circle but three sticks,1,prac,fork,fork_243626.png
61,2,2,metal boc that tells you the motoercyle limit per stall,1,prac,parking meter,parking meter_333956.png
61,3,2,brown bread with cream all over it ,1,prac,cake,cake_189451.png
61,4,2,thick thing that wrap around your fingers and protect them,1,prac,baseball glove,baseball glove_515982.png
61,5,2,"a triangle shape  fast food with cheese, tomato and ham on it",1,prac,pizza,pizza_294831.png
61,6,2,a rectangle box that is cold inside when you pull th handle outiside it ,1,prac,refrigerator,refrigerator_498463.png
61,7,2,you type and form w=different words with it ,1,prac,keyboard,keyboard_378099.png
61,8,2,a round storing thing,1,prac,cup,cup_226171.png
61,9,2,a rectangle black box that is turned off right now,1,prac,tv,tv_453722.png
61,10,2,a big purse where you put your belongings in when you go out,1,prac,backpack,backpack_177065.png
61,11,2,indoor soil and grass stored in a rounded box,1,prac,potted plant,potted plant_473219.png
61,12,2,four wheels big car,1,prac,bus,bus_106048.png
61,13,2,two wheels transport with handles to hold,1,prac,bicycle,bicycle_426166.png
61,14,2,a piece of sharp metal for you to cut thing,1,prac,knife,knife_116206.png
61,15,2,cute creature with four legs and small ears. pink nose,1,prac,cat,cat_558073.png
61,16,2,bike like thing but it is fast and looks stronger,1,prac,motorcycle,motorcycle_462756.png
61,17,2,cute creature with four legs and different colours sticking its tongue out ,1,prac,dog,dog_331075.png
61,18,2,white thing for you to excrete,1,prac,toilet,toilet_85576.png
61,19,2,four wheels big car,1,prac,truck,truck_334006.png
61,20,2,white haired and four leg animal with sharp teeth and small eyes and ear but it is very fierce,1,prac,bear,bear_521231.png
61,21,2,stove like thing where you cook food,1,prac,oven,oven_802.png
61,22,2,a yellow and black stripe thing tha you hang on your shirt,1,prac,tie,tie_133343.png
61,23,2,orange stick but it is edible,1,prac,carrot,carrot_130613.png
61,24,2,cute creature with four legs and long tail looking out the window ,1,prac,cat,cat_101420.png
61,25,2,hamburger but it is  helalthier ,1,prac,sandwich,sandwich_417608.png
61,26,2,transparent thing for storing flowers,1,prac,vase,vase_521282.png
61,27,2,long thin board for you to slid on the snow grounf,1,prac,snowboard,snowboard_393469.png
61,28,2,a sausage in between a bread,1,prac,hot dog,hot dog_311950.png
61,29,2,a high class cup that is transparet and with tall handle ,1,prac,wine glass,wine glass_146489.png
61,30,2,a long stick to hit ball,1,prac,baseball bat,baseball bat_129945.png
61,31,2,a round thing that you throw when you play with your dog,1,prac,frisbee,frisbee_357459.png
61,32,2,a small box with buttons on it ,1,prac,remote,remote_430286.png
61,33,2,vegetable in tree shape and the size of a slice of kiwi,1,prac,broccoli,broccoli_389381.png
61,34,2,tall and close cup,1,prac,bottle,bottle_460929.png
61,35,2,a ball like thing with two sides to click with your fingers,1,prac,mouse,mouse_68765.png
61,36,2,flying colourful papers,1,prac,kite,kite_24027.png
61,37,2,water transport with people o it and it is in orange colour,1,prac,boat,boat_178744.png
61,38,2,a fork like thing to stir up your tea,1,prac,spoon,spoon_88040.png
61,39,2,rectangel box with hard cover and pages in ot,1,prac,book,book_472678.png
61,40,2,round bread with chesse and pepperoni on it ,1,prac,pizza,pizza_276285.png
1,1,3,covered by colorful blamket ,1,prac,bench,bench_350607.png
1,2,3,heat the toast white ,1,prac,toaster,toaster_453302.png
1,3,3,long neck ,1,prac,giraffe,giraffe_289659.png
1,4,3,circle ,1,prac,clock,clock_164363.png
1,5,3,white and green ,1,prac,toothbrush,toothbrush_218439.png
1,6,3,white and balck animal ,1,prac,zebra,zebra_491613.png
1,7,3,glass container for the flower ,1,prac,vase,vase_376478.png
1,8,3,u==designed for tracking the parking time,1,prac,parking meter,parking meter_568147.png
1,9,3,"grey, used for heating the toast",1,prac,toaster,toaster_232348.png
1,10,3,black surface wth 4 green wheels,1,prac,skateboard,skateboard_229553.png
1,11,3,white ball in the air,1,prac,sports ball,sports ball_60102.png
1,12,3,blue,1,prac,snowboard,snowboard_425906.png
1,13,3,dirty on the road,1,prac,orange,orange_50679.png
1,14,3,public transportation in the air,1,prac,airplane,airplane_338325.png
1,15,3,utilizer for liquid,1,prac,spoon,spoon_248314.png
1,16,3,red but ugly,1,prac,tie,tie_244496.png
1,17,3,wooden ,1,prac,chair,chair_81061.png
1,18,3,pure white and come with a display and mouse,1,prac,keyboard,keyboard_66635.png
1,19,3,reheat the food,1,prac,microwave,microwave_207538.png
1,20,3,black ,1,prac,car,car_227511.png
1,21,3,iphone 4,1,prac,cell phone,cell phone_480212.png
1,22,3,"orange, cut paper",1,prac,scissors,scissors_340930.png
1,23,3,holding the baseball and protect the hand,1,prac,baseball glove,baseball glove_162415.png
1,24,3,hang on the wall for hair drying,1,prac,hair drier,hair drier_178028.png
1,25,3,strong and used for producing the milk,1,prac,cow,cow_545958.png
1,26,3,with cover page and content ,1,prac,book,book_167159.png
1,27,3,easy to carry with you,1,prac,laptop,laptop_360951.png
1,28,3,sweet ,1,prac,cake,cake_119677.png
1,29,3,let water flaw away,1,prac,sink,sink_466085.png
1,30,3,long neck,1,prac,giraffe,giraffe_287545.png
1,31,3,white and big,1,prac,bear,bear_519611.png
1,32,3,"blue with four wheels, size huge",1,prac,truck,truck_295420.png
1,33,3,long and thin ,1,prac,skis,skis_30504.png
1,34,3,flying in the air,1,prac,kite,kite_405279.png
1,35,3,white with number labelled om it,1,prac,clock,clock_60363.png
1,36,3,fresh and juicy,1,prac,orange,orange_386277.png
1,37,3,container for thn food,1,prac,bowl,bowl_205834.png
1,38,3,designed for managing the trafffic,1,prac,traffic light,traffic light_133087.png
1,39,3,"red, yellow, green",1,prac,traffic light,traffic light_453841.png
1,40,3,business man wearing tie and glasses,1,prac,person,person_562243.png
2,1,3,a machine for baking bread,1,prac,toaster,toaster_453302.png
2,2,3,a container with certain depth,1,prac,bowl,bowl_205834.png
2,3,3,"a communication tool, small and light enough to carry ",1,prac,cell phone,cell phone_480212.png
2,4,3,a animal common in north pole and  forest like a huge monster,1,prac,bear,bear_519611.png
2,5,3,a entertainment thing flying in the sky,1,prac,kite,kite_405279.png
2,6,3,a drier for hair,1,prac,hair drier,hair drier_178028.png
2,7,3,a kind of food made by flour and cream to celebrate sth,1,prac,cake,cake_119677.png
2,8,3,a pair of gloves for baseball,1,prac,baseball glove,baseball glove_162415.png
2,9,3,a thing people can sit on,1,prac,chair,chair_81061.png
2,10,3,a notebook like computer,1,prac,laptop,laptop_360951.png
2,11,3,a human,1,prac,person,person_562243.png
2,12,3,a animal in black and white stripes,1,prac,zebra,zebra_491613.png
2,13,3,a ball fruit in orange,1,prac,orange,orange_50679.png
2,14,3,a animal in brown patterns with a super long neck,1,prac,giraffe,giraffe_289659.png
2,15,3,"a vichele for riding on the road, most commonly in daily life",1,prac,car,car_227511.png
2,16,3,a machine for baking breads,1,prac,toaster,toaster_232348.png
2,17,3,a extended chair like sitting,1,prac,bench,bench_350607.png
2,18,3,a ball-like fruit in yellow,1,prac,orange,orange_386277.png
2,19,3,a set of lights indicating traffic signals,1,prac,traffic light,traffic light_453841.png
2,20,3,a countering machine near parking lots,1,prac,parking meter,parking meter_568147.png
2,21,3,a composition of pages and cover containing stories,1,prac,book,book_167159.png
2,22,3,sth for warming food,1,prac,microwave,microwave_207538.png
2,23,3,a vichele flying in the sky like a bird,1,prac,airplane,airplane_338325.png
2,24,3,a tool paired with computer for inputting messages,1,prac,keyboard,keyboard_66635.png
2,25,3,a thing for indicating time,1,prac,clock,clock_60363.png
2,26,3,a animal with super long neck ,1,prac,giraffe,giraffe_287545.png
2,27,3,a thing indicating time,1,prac,clock,clock_164363.png
2,28,3,a setting like a basin with pipes connecting ,1,prac,sink,sink_466085.png
2,29,3,a huge vichele for transportation,1,prac,truck,truck_295420.png
2,30,3,a animal for mild,1,prac,cow,cow_545958.png
2,31,3,a container for flowers,1,prac,vase,vase_376478.png
2,32,3,a mentol tool to cutting sth of sth,1,prac,scissors,scissors_340930.png
2,33,3,a piece of board for riding on the snow,1,prac,snowboard,snowboard_425906.png
2,34,3,a thing for drinking soup,1,prac,spoon,spoon_248314.png
2,35,3,a pair of boards for riding on the snow,1,prac,skis,skis_30504.png
2,36,3,a piece of board for riding on the street,1,prac,skateboard,skateboard_229553.png
2,37,3,a set of lights indicating traffic signals,1,prac,traffic light,traffic light_133087.png
2,38,3,a brush for tooth,1,prac,toothbrush,toothbrush_218439.png
2,39,3,a ball for sports,1,prac,sports ball,sports ball_60102.png
2,40,3,a piece of docration under neck usually wore by men,1,prac,tie,tie_244496.png
3,1,3,usually in toilet or kitchen to have water  flow down the pipe,1,prac,sink,sink_466085.png
3,2,3,hard covered with pages illustrating a story,1,prac,book,book_167159.png
3,3,3,used on the desktop connectd to pc to type words,1,prac,keyboard,keyboard_66635.png
3,4,3,used to check time and number on a white paddig,1,prac,clock,clock_164363.png
3,5,3,used to heat toast metal cover electronic product,1,prac,toaster,toaster_232348.png
3,6,3,eelectronic product used to heat toast in the kitchen,1,prac,toaster,toaster_453302.png
3,7,3,usually has three colors near the street for trasnprtation signal,1,prac,traffic light,traffic light_133087.png
3,8,3,"food, baking, sweet, near a fork",1,prac,cake,cake_119677.png
3,9,3,decorating stripe near a person's neck,1,prac,tie,tie_244496.png
3,10,3,black used to hold baseball. really large ,1,prac,baseball glove,baseball glove_162415.png
3,11,3,a flat board with four wheels ,1,prac,skateboard,skateboard_229553.png
3,12,3,"an animal. white, furry. in cold places",1,prac,bear,bear_519611.png
3,13,3,transportation on the air with wings and a long narrow body,1,prac,airplane,airplane_338325.png
3,14,3,transportation metal body with four wheels,1,prac,car,car_227511.png
3,15,3,can be used to heat product electronic,1,prac,microwave,microwave_207538.png
3,16,3,usd to check time. round with numbers on a white surface,1,prac,clock,clock_60363.png
3,17,3,four legs wood furniture,1,prac,chair,chair_81061.png
3,18,3,near a street at cross over with a button to press,1,prac,parking meter,parking meter_568147.png
3,19,3,glass container to hold flowers,1,prac,vase,vase_376478.png
3,20,3,long chair to sit on at park,1,prac,bench,bench_350607.png
3,21,3,sport kits used in winter for skiing,1,prac,skis,skis_30504.png
3,22,3,animal with long neck brown and white,1,prac,giraffe,giraffe_289659.png
3,23,3,metal round container to hold liquid or food,1,prac,bowl,bowl_205834.png
3,24,3,sports kits used for snowboarding in the winter,1,prac,snowboard,snowboard_425906.png
3,25,3,animal with long neck,1,prac,giraffe,giraffe_287545.png
3,26,3,metal with a long tail and a round head,1,prac,spoon,spoon_248314.png
3,27,3,a round object in sports ,1,prac,sports ball,sports ball_60102.png
3,28,3,a large transporting thing to move large stuff around,1,prac,truck,truck_295420.png
3,29,3,usually with three type of signal for transportation,1,prac,traffic light,traffic light_453841.png
3,30,3,fabric. can float in the air,1,prac,kite,kite_405279.png
3,31,3,flat electronic product with a small screen,1,prac,cell phone,cell phone_480212.png
3,32,3,"an animal, black or brown with four legs",1,prac,cow,cow_545958.png
3,33,3,animal like a horse with black ad whtie strips,1,prac,zebra,zebra_491613.png
3,34,3,orange colored fruit roun,1,prac,orange,orange_50679.png
3,35,3,with two blades and a cross to cut paper,1,prac,scissors,scissors_340930.png
3,36,3,use to clean teeth with a brush and a long ho;der,1,prac,toothbrush,toothbrush_218439.png
3,37,3,human ,1,prac,person,person_562243.png
3,38,3,a round fruit that need to be peeled,1,prac,orange,orange_386277.png
3,39,3,on office desktop with a monitor,1,prac,laptop,laptop_360951.png
3,40,3,electronic product used to dry hair,1,prac,hair drier,hair drier_178028.png
4,1,3,"a orange-color fruit with rough skin, round in shape",1,prac,orange,orange_50679.png
4,2,3,"a llight with three colors, reangular in shape",1,prac,traffic light,traffic light_453841.png
4,3,3,a container for holding water and with a hole for releasing water,1,prac,sink,sink_466085.png
4,4,3,"a container for holding things, oval in shape",1,prac,bowl,bowl_205834.png
4,5,3,"a tool for heating toasts, has space to put toasts in and has some buttons to control",1,prac,toaster,toaster_232348.png
4,6,3,"a board used for people to move fast on snow, long and flat",1,prac,snowboard,snowboard_425906.png
4,7,3,an animal with long head and long neck ,1,prac,giraffe,giraffe_289659.png
4,8,3,"a tool used for people to sit on, has four legs",1,prac,chair,chair_81061.png
4,9,3,a toy that can fly in the sky,1,prac,kite,kite_405279.png
4,10,3,a small computer that people can put on the lap,1,prac,laptop,laptop_360951.png
4,11,3,"a phone that is small and has multiple functions, has buttons and a screen",1,prac,cell phone,cell phone_480212.png
4,12,3,a vechicle that can fly in the sky,1,prac,airplane,airplane_338325.png
4,13,3,an animal that is large and has short hair,1,prac,cow,cow_545958.png
4,14,3,"a tool with a lot of buttons, used for typing",1,prac,keyboard,keyboard_66635.png
4,15,3,a horse-like animal with black and white strips,1,prac,zebra,zebra_491613.png
4,16,3,"a tool used for showing time, has two needles and numbers or lines",1,prac,clock,clock_60363.png
4,17,3,"a tools used to hold food, has a hamdle and a place for holding food",1,prac,spoon,spoon_248314.png
4,18,3,"a food made of milk, egg, and flour, it is soft",1,prac,cake,cake_119677.png
4,19,3,"a tool for showing time, has two needles and twelve numbers",1,prac,clock,clock_164363.png
4,20,3,"a tool used to dry hair, looks like a gun",1,prac,hair drier,hair drier_178028.png
4,21,3,a container used for holding plants,1,prac,vase,vase_376478.png
4,22,3,"a brush used for brushing teeth , has long handle",1,prac,toothbrush,toothbrush_218439.png
4,23,3,a human being,1,prac,person,person_562243.png
4,24,3,a ball used to play in sports,1,prac,sports ball,sports ball_60102.png
4,25,3,a car that can hold a lot of things,1,prac,truck,truck_295420.png
4,26,3,a orange-color round fruit,1,prac,orange,orange_386277.png
4,27,3,"a light with three colors, retangular shape",1,prac,traffic light,traffic light_133087.png
4,28,3,"a tool used for people to skiing , long ",1,prac,skis,skis_30504.png
4,29,3,"an animal with long neck and long head, has points on its skin",1,prac,giraffe,giraffe_287545.png
4,30,3,a long chair,1,prac,bench,bench_350607.png
4,31,3,a vechicle with four wheels and four doors,1,prac,car,car_227511.png
4,32,3,"has two wheels and a board, used for staking",1,prac,skateboard,skateboard_229553.png
4,33,3,"a machine that can heat food, has a large space for holding food",1,prac,microwave,microwave_207538.png
4,34,3,a large glove used when playing baseball,1,prac,baseball glove,baseball glove_162415.png
4,35,3,"a meter that is used when parking, locates near the road",1,prac,parking meter,parking meter_568147.png
4,36,3,"made of paper, contain information",1,prac,book,book_167159.png
4,37,3,a thing people put on their neck to look better,1,prac,tie,tie_244496.png
4,38,3,"a tool used to cut things, has two holes for people to hold",1,prac,scissors,scissors_340930.png
4,39,3,"a machine used to heat toast, has space to put in toast",1,prac,toaster,toaster_453302.png
4,40,3,an animal with two round ears and a large body and long hair,1,prac,bear,bear_519611.png
5,1,3,a small device people can use it to make a phone cell,1,prac,cell phone,cell phone_480212.png
5,2,3,a big animal,1,prac,cow,cow_545958.png
5,3,3,a device people can use it to know time,1,prac,clock,clock_164363.png
5,4,3,a toy that can fly on the sky,1,prac,kite,kite_405279.png
5,5,3,a orange colour fruit,1,prac,orange,orange_50679.png
5,6,3,a big car,1,prac,truck,truck_295420.png
5,7,3,a tool that has two handle,1,prac,scissors,scissors_340930.png
5,8,3,a glass container that can cultivate flower,1,prac,vase,vase_376478.png
5,9,3,an animal with a very long neck,1,prac,giraffe,giraffe_289659.png
5,10,3,an orange colour fruit,1,prac,orange,orange_386277.png
5,11,3,a device with screen and keyboard,1,prac,laptop,laptop_360951.png
5,12,3,"a long board, many button on it surface",1,prac,keyboard,keyboard_66635.png
5,13,3,a device that people can use it to know time,1,prac,clock,clock_60363.png
5,14,3,it usually made by wood and people can sit on it,1,prac,chair,chair_81061.png
5,15,3,a small machine people ues it to cook bread,1,prac,toaster,toaster_453302.png
5,16,3,a glave people wear it on their hand and to play baseball,1,prac,baseball glove,baseball glove_162415.png
5,17,3,a machine in the parking to calculate the time and money,1,prac,parking meter,parking meter_568147.png
5,18,3,a board people use it on the snow,1,prac,snowboard,snowboard_425906.png
5,19,3,"a light with red, green and yellow three coclours to guide the traffic",1,prac,traffic light,traffic light_133087.png
5,20,3,a small stick people use it to clean their teeth,1,prac,toothbrush,toothbrush_218439.png
5,21,3,a device people use it to dry their hair,1,prac,hair drier,hair drier_178028.png
5,22,3,a type of food,1,prac,cake,cake_119677.png
5,23,3,human,1,prac,person,person_562243.png
5,24,3,"a transportation, four wheels, 4-5 people can sit in it",1,prac,car,car_227511.png
5,25,3,a tool people use it to drink soup,1,prac,spoon,spoon_248314.png
5,26,3,a small machine that can cook bread,1,prac,toaster,toaster_232348.png
5,27,3,many paper,1,prac,book,book_167159.png
5,28,3,"a light with red, green and yellow three colour to guide traffic",1,prac,traffic light,traffic light_453841.png
5,29,3,a round object that people use in many sports,1,prac,sports ball,sports ball_60102.png
5,30,3,a horse with white and black colour,1,prac,zebra,zebra_491613.png
5,31,3,a basin shape object that can beused to hold water,1,prac,sink,sink_466085.png
5,32,3,a big animal,1,prac,bear,bear_519611.png
5,33,3,a board that people can use it on the snow,1,prac,skis,skis_30504.png
5,34,3,a board with four wheels,1,prac,skateboard,skateboard_229553.png
5,35,3,a big animal with a bery long neck,1,prac,giraffe,giraffe_287545.png
5,36,3,"i has a long, tubular body and two wings",1,prac,airplane,airplane_338325.png
5,37,3,"that's lokks like a small box, people can use it to heat food",1,prac,microwave,microwave_207538.png
5,38,3,people wear it on the neck,1,prac,tie,tie_244496.png
5,39,3,a long chair,1,prac,bench,bench_350607.png
5,40,3,a round container that holds water and food,1,prac,bowl,bowl_205834.png
6,1,3,a devic to hear things,1,prac,microwave,microwave_207538.png
6,2,3,a car to cary things,1,prac,truck,truck_295420.png
6,3,3,a formal attire,1,prac,tie,tie_244496.png
6,4,3,an orange round fruit,1,prac,orange,orange_50679.png
6,5,3,a piece of sugar sweet ,1,prac,cake,cake_119677.png
6,6,3,a wooden place to sit on,1,prac,chair,chair_81061.png
6,7,3,a flying object ,1,prac,airplane,airplane_338325.png
6,8,3,an obect to show time,1,prac,clock,clock_60363.png
6,9,3,a thing to play on the sky,1,prac,kite,kite_405279.png
6,10,3,a big white mammal,1,prac,bear,bear_519611.png
6,11,3,twp boards to play on ice,1,prac,skis,skis_30504.png
6,12,3,a tramportatop witj four wheels,1,prac,car,car_227511.png
6,13,3,a devie to dry hair,1,prac,hair drier,hair drier_178028.png
6,14,3,a long necked animl,1,prac,giraffe,giraffe_287545.png
6,15,3,a stick to clen your teeth,1,prac,toothbrush,toothbrush_218439.png
6,16,3, white and black creature,1,prac,zebra,zebra_491613.png
6,17,3,a long necked animl,1,prac,giraffe,giraffe_289659.png
6,18,3,a deivce to show time,1,prac,clock,clock_164363.png
6,19,3,a place to put water,1,prac,bowl,bowl_205834.png
6,20,3,a device o bake toasr,1,prac,toaster,toaster_232348.png
6,21,3,an object to put water and flour,1,prac,vase,vase_376478.png
6,22,3,a device to heat up taost,1,prac,toaster,toaster_453302.png
6,23,3,a round object ot play with,1,prac,sports ball,sports ball_60102.png
6,24,3,a stationary to cut rhings,1,prac,scissors,scissors_340930.png
6,25,3,a humna with glssess,1,prac,person,person_562243.png
6,26,3,a device to call people,1,prac,cell phone,cell phone_480212.png
6,27,3,a device to show when you can go,1,prac,traffic light,traffic light_453841.png
6,28,3,a big cloth to play basebakk,1,prac,baseball glove,baseball glove_162415.png
6,29,3,a board to play with snow,1,prac,snowboard,snowboard_425906.png
6,30,3,a computer to carry around,1,prac,laptop,laptop_360951.png
6,31,3,a board to type things,1,prac,keyboard,keyboard_66635.png
6,32,3,a devie to calculte how long your car parked,1,prac,parking meter,parking meter_568147.png
6,33,3,a device to control traffic,1,prac,traffic light,traffic light_133087.png
6,34,3,a borad with 4 wheels to play,1,prac,skateboard,skateboard_229553.png
6,35,3,a mammal creature with milk,1,prac,cow,cow_545958.png
6,36,3,a place o wash things,1,prac,sink,sink_466085.png
6,37,3,a utensil to eat,1,prac,spoon,spoon_248314.png
6,38,3,a place to sit on,1,prac,bench,bench_350607.png
6,39,3,a packed paper with informaiotn,1,prac,book,book_167159.png
6,40,3,a roudn jucy fruit,1,prac,orange,orange_386277.png
7,1,3,brush and clean ur teeth,1,prac,toothbrush,toothbrush_218439.png
7,2,3,transport that allows u to travel fast,1,prac,car,car_227511.png
7,3,3,cut the things with it but its not a knife,1,prac,scissors,scissors_340930.png
7,4,3,sweet desert,1,prac,cake,cake_119677.png
7,5,3,learning tool made of paper,1,prac,book,book_167159.png
7,6,3,a thing that is used to skate amd roll on the ground,1,prac,skateboard,skateboard_229553.png
7,7,3,an animal with the tallest neck,1,prac,giraffe,giraffe_287545.png
7,8,3,manipulate the traffic on the road,1,prac,traffic light,traffic light_453841.png
7,9,3,play football with it,1,prac,sports ball,sports ball_60102.png
7,10,3,store ur flower or plant in it,1,prac,vase,vase_376478.png
7,11,3,calcualte the parking rate and cost,1,prac,parking meter,parking meter_568147.png
7,12,3,type of fruit ,1,prac,orange,orange_386277.png
7,13,3,tool to do snowboarding,1,prac,snowboard,snowboard_425906.png
7,14,3,travel fast between coutnries on air,1,prac,airplane,airplane_338325.png
7,15,3,dry ur hair by using it,1,prac,hair drier,hair drier_178028.png
7,16,3,a human being,1,prac,person,person_562243.png
7,17,3,type ur info using it,1,prac,keyboard,keyboard_66635.png
7,18,3,manipulate the road and traffic with it,1,prac,traffic light,traffic light_133087.png
7,19,3,a type of plate,1,prac,bowl,bowl_205834.png
7,20,3,heat and make ur food better,1,prac,toaster,toaster_453302.png
7,21,3,throw it in the air and enjoy,1,prac,kite,kite_405279.png
7,22,3,heat ur food to make it tastier,1,prac,microwave,microwave_207538.png
7,23,3,type of fruit which is orange in color,1,prac,orange,orange_50679.png
7,24,3,heat and make ur food tastier,1,prac,toaster,toaster_232348.png
7,25,3,catch a baseball and dont get hurt,1,prac,baseball glove,baseball glove_162415.png
7,26,3,drink liquids and soups with it,1,prac,spoon,spoon_248314.png
7,27,3,check the time ,1,prac,clock,clock_60363.png
7,28,3,formal piece of wearing,1,prac,tie,tie_244496.png
7,29,3,animal that gives milk,1,prac,cow,cow_545958.png
7,30,3,animal with stripes,1,prac,zebra,zebra_491613.png
7,31,3,a big car carriyng various products,1,prac,truck,truck_295420.png
7,32,3,a wild dangerous animal,1,prac,bear,bear_519611.png
7,33,3,an animal with the tallest neck,1,prac,giraffe,giraffe_289659.png
7,34,3,call ur friend or mom with it,1,prac,cell phone,cell phone_480212.png
7,35,3,a convenient piece of technology,1,prac,laptop,laptop_360951.png
7,36,3,sit on it and relax,1,prac,chair,chair_81061.png
7,37,3,the tool to ski on the mountains,1,prac,skis,skis_30504.png
7,38,3,extended chair,1,prac,bench,bench_350607.png
7,39,3,used to get rid of water,1,prac,sink,sink_466085.png
7,40,3,check the time,1,prac,clock,clock_164363.png
8,1,3,for sitting with 4 holding joints,1,prac,chair,chair_81061.png
8,2,3,"for heating food, sometime put on the air",1,prac,microwave,microwave_207538.png
8,3,3,"with 3 colors, now show with red means stop",1,prac,traffic light,traffic light_133087.png
8,4,3,"round bottle like a conical flask, put flowers on it",1,prac,vase,vase_376478.png
8,5,3,a ball,1,prac,sports ball,sports ball_60102.png
8,6,3,orange fruit,1,prac,orange,orange_386277.png
8,7,3,"3 colors, red means stop",1,prac,traffic light,traffic light_453841.png
8,8,3,"a dessert, square and delicious",1,prac,cake,cake_119677.png
8,9,3,thick with authors and titles,1,prac,book,book_167159.png
8,10,3,long and can put money to park your car,1,prac,parking meter,parking meter_568147.png
8,11,3,2m long animals,1,prac,giraffe,giraffe_289659.png
8,12,3,big usually for transporting furnitures,1,prac,truck,truck_295420.png
8,13,3,"12 numbers, represent time second hours",1,prac,clock,clock_164363.png
8,14,3,"silver, round, for eating",1,prac,spoon,spoon_248314.png
8,15,3,flying object from nations to nations,1,prac,airplane,airplane_338325.png
8,16,3,"toasting breads, white with buttons",1,prac,toaster,toaster_453302.png
8,17,3,for brushing teeth,1,prac,toothbrush,toothbrush_218439.png
8,18,3,"4 wheels, expensive and with a car titles",1,prac,car,car_227511.png
8,19,3,"can play video games, square ",1,prac,cell phone,cell phone_480212.png
8,20,3,a deep area with a hole ,1,prac,sink,sink_466085.png
8,21,3,with buttons for typing words online,1,prac,keyboard,keyboard_66635.png
8,22,3,"2 screen, L shape, can bring everywhere",1,prac,laptop,laptop_360951.png
